Location,temperature,humidity,ph,rainfall,N,P,K,label,price,Price_Date
Palayamkottai,18.23775702,21.07643273,5.515615023,69.44951585,99,15,?,Kidney Beans,703,23-Apr-11
Palani,17.48189735,18.8251973,5.954665349,121.9401369,85,14,103,Kidney Beans,901,23-Apr-10
Palacode,19.9191786,21.47324158,5.74644777,82.68554379,119,7,198,Kidney Beans,981,22-May-14
Padmanabhapuram,20.27514686,23.2353604,5.877347515,139.7521543,60,9,165,Kidney Beans,1078,22-May-11
Ottapidaram,15.77370214,19.2303162,5.979973965,108.3441414,100,15,166,Kidney Beans,1149,22-Apr-17
Orathanadu,16.71170642,19.17651433,5.635993966,96.77285817,71,9,146,Kidney Beans,1060,22-Apr-16
Omalur,17.66148158,18.15302753,5.635231778,100.6711761,113,?,108,Kidney Beans,1148,22-Apr-15
Oddanchatram,18.50692825,23.61670065,5.679224346,87.0513289,64,15,179,Kidney Beans,993,22-Apr-14
Nominated (Anglo-Indian community,24.51324787,20.81527638,5.670062975,64.19497947,64,13,104,Kidney Beans,837,22-Apr-13
Nilakottai,18.87614998,24.54038287,5.724242065,105.4120514,103,21,197,Kidney Beans,261,22-Apr-12
Neyveli,21.59343016,20.31871249,5.811314232,61.13872036,51,9,155,Kidney Beans,82,22-Apr-11
Natham,20.12373284,24.45202552,5.783425416,106.158201,103,?,103,Kidney Beans,18,22-Apr-10
Nannilam,15.43546065,18.37477907,5.607808432,139.0302034,79,6,181,Kidney Beans,3,21-May-15
Nanguneri,22.64236876,21.59396123,5.946999529,122.3886015,107,19,194,Kidney Beans,22,21-May-14
Namakkal,21.98560799,24.87304788,5.852046999,129.5650601,103,41,194,Kidney Beans,42,21-May-13
Nagercoil,20.53052663,18.09224048,5.824090984,120.4509288,108,23,184,Kidney Beans,68,21-May-12
Nagapattinam,15.78601387,21.14544088,5.502999119,95.17028129,65,15,185,Kidney Beans,305,21-May-11
Mylapore,19.6365349,19.68751084,5.821649914,96.65888933,99,?,179,Kidney Beans,526,21-Apr-17
Musiri,20.57341244,19.7520218,5.711439256,87.87869161,104,19,161,Kidney Beans,625,21-Apr-16
Mudhukulathur,20.16080524,24.84207559,5.514927264,138.2362122,61,11,198,Kidney Beans,892,21-Apr-15
Modakkurichi,21.53989176,24.25386207,5.99616119,120.6913038,103,?,191,Kidney Beans,916,21-Apr-14
Mettur,15.53834801,23.75560241,5.695422863,107.3850593,125,19,138,Kidney Beans,839,21-Apr-13
Mettupalayam,19.91853092,20.70099804,5.833010958,108.6434544,?,19,192,Kidney Beans,880,21-Apr-12
Melur,20.76952209,18.93146941,5.568456899,109.0193712,59,10,183,Kidney Beans,1012,21-Apr-11
Mayiladuthurai,23.46168338,23.22197648,5.645435626,95.84253438,74,7,184,Kidney Beans,980,21-Apr-10
Mannargudi,24.32116642,21.0278674,5.821194486,60.27552528,63,16,165,Kidney Beans,1100,20-May-15
Manapaarai,20.12574053,24.96969858,5.659254981,100.0497183,109,18,103,Kidney Beans,1252,20-May-14
Manamadurai,21.80619564,18.57086554,5.945465949,125.0972687,106,21,179,Kidney Beans,1085,20-May-11
Manachanallur,19.52226241,24.92607153,5.951177452,113.334026,99,19,195,Kidney Beans,1158,20-Apr-17
Mailam,17.00067625,19.90790546,5.520880014,103.2926407,74,14,180,Kidney Beans,1136,20-Apr-16
Maduravoyal,16.78791503,24.96881755,5.578410206,75.45328039,119,?,184,Kidney Beans,1383,20-Apr-15
Maduranthakam,24.84906168,22.89464642,5.608165195,62.21292186,99,25,184,Kidney Beans,1673,20-Apr-14
Madurai West,16.51783455,20.4555596,5.609435128,98.77794225,68,?,103,Kidney Beans,1151,20-Apr-12
Madurai South,18.15300153,19.38602098,5.509295379,107.6907964,113,9,146,Kidney Beans,318,20-Apr-11
Madurai North,23.18864385,22.3104551,5.902033406,63.38208822,69,15,160,Kidney Beans,89,20-Apr-10
Madurai East,23.38002569,21.98879437,5.744117663,87.66898664,65,10,175,Kidney Beans,110,19-May-14
Madurai Central,18.358923,19.37703396,5.717143397,138.414764,74,?,194,Kidney Beans,11,19-May-11
Madavaram,19.25975367,20.51346956,5.542690119,94.9533526,68,13,133,Kidney Beans,10,19-Apr-17
Madathukulam,22.95458237,24.03553105,5.858617867,107.7315386,121,35,194,Kidney Beans,21,19-Apr-16
Lalgudi,20.120043,22.89845607,5.618844277,104.6252153,99,10,295,Kidney Beans,52,19-Apr-15
Kurinjipadi,21.14011423,22.7182355,5.606620346,141.6056722,59,8,91,Kidney Beans,204,19-Apr-14
Kunnam,24.92360104,18.22590825,5.582178402,62.7089169,80,9,39,Kidney Beans,480,19-Apr-13
Kumbakonam,15.33042636,24.91506728,5.56503533,135.3315583,95,?,171,Kidney Beans,650,19-Apr-11
Kumarapalayam,18.81097271,21.27833035,5.889614577,125.084915,54,10,149,Kidney Beans,889,19-Apr-10
Kulithalai,23.44260668,22.77255917,5.934136378,107.4137246,110,9,118,Kidney Beans,933,18-May-15
Krishnarayapuram,22.8352024,18.97267518,5.683548308,63.59276673,96,23,150,Kidney Beans,742,18-May-14
Krishnagiri,24.9035819,22.27512704,5.70836603,146.4727237,103,13,194,Kidney Beans,819,18-May-14
Kovilpatti,23.78709569,24.35679348,5.948164454,119.6404412,79,10,104,Kidney Beans,1010,18-May-12
Kolathur,22.05592283,19.60379304,5.774755144,126.7265372,71,13,155,Kidney Beans,1056,18-May-11
Kinathukadavu,18.87492997,20.18238348,5.97229163,134.1811718,56,10,169,Kidney Beans,1132,18-Apr-17
Kilvelur,18.62328774,23.02410338,5.532100554,135.3378033,76,10,171,Kidney Beans,1225,18-Apr-16
Kilpennathur,23.00884744,18.86880997,5.669560726,100.118612,91,15,161,Kidney Beans,1214,18-Apr-11
Killiyoor,19.33162606,24.13995025,5.655726817,68.51253427,79,14,144,Kidney Beans,1146,18-Apr-10
Kavundampalayam,16.24469193,21.35793891,5.591704014,66.97053257,91,16,195,Kidney Beans,1064,17-May-12
Kattumannarkoil,17.91652287,24.90814655,5.932323085,69.14681022,103,22,164,Kidney Beans,1154,17-May-11
Katpadi,15.46789263,21.43780702,5.824208309,88.88796102,94,9,198,Kidney Beans,1198,17-Apr-17
Karur,17.06104474,23.77201471,5.86442953,81.83420522,66,15,149,Kidney Beans,1070,17-Apr-16
Karaikudi,21.32776028,18.48522915,5.866744372,109.1013261,59,?,160,Kidney Beans,422,17-Apr-13
Kanniyakumari,23.90910104,20.74619325,5.706198621,81.60211243,126,57,195,Kidney Beans,22,17-Apr-11
Kangayam,23.89756791,22.74378977,5.940546818,112.6616435,95,?,181,Kidney Beans,4,17-Apr-10
Kancheepuram,22.98666928,20.57940608,5.916779289,143.8584938,53,13,95,Kidney Beans,13,16-May-16
Kallakurichi,21.35135729,22.91244883,5.779090476,146.4548645,?,?,104,Kidney Beans,9,16-May-15
Kalasapakkam,24.1638445,19.27907819,5.82738029,116.7324324,126,79,160,Kidney Beans,23,16-May-14
Kadayanallur,24.62835037,18.18325169,5.514234138,149.7441028,94,25,174,Kidney Beans,17,16-May-14
K. V. Kuppam,21.02213209,24.93896255,5.662699104,124.6118471,113,25,194,Kidney Beans,64,16-May-13
Jolarpet,17.30844532,20.01730914,5.86390397,115.199245,113,?,198,Kidney Beans,142,16-May-12
Jayankondam,23.82576704,24.75485098,5.624690248,84.64143632,124,23,184,Kidney Beans,380,16-Apr-17
Hosur,19.30607278,23.96362799,5.591560999,129.3449326,69,11,174,Kidney Beans,500,16-Apr-16
Harur,16.03768615,22.33195853,5.976312538,130.3900798,91,19,169,Kidney Beans,602,16-Apr-11
Harbour,19.18572809,20.83398341,5.669236258,80.15293435,59,8,?,Kidney Beans,568,16-Apr-10
Gummidipoondi,19.92889503,21.79992115,5.961934481,64.02640797,59,10,171,Kidney Beans,525,15-May-15
Gudiyattam,19.56376468,24.67385131,5.690065688,139.2921004,113,19,118,Kidney Beans,543,15-May-14
Gudalur,18.31357543,24.32991649,5.698371311,76.14153904,51,9,99,Kidney Beans,709,15-May-14
Gobichettipalayam,20.10993761,23.22323766,5.59503163,73.36386477,65,9,119,Kidney Beans,581,15-May-12
Gingee,23.60506572,21.90539577,5.525904526,100.5978728,121,25,81,Kidney Beans,641,15-May-11
Gangavalli,19.73136909,24.89487354,5.819403771,84.06354115,54,7,113,Kidney Beans,626,15-Apr-17
Gandharvakottai,20.93409877,21.1893007,5.562201934,133.1914419,65,58,126,Kidney Beans,479,15-Apr-16
Erode (West),18.78226261,20.24768314,5.630664753,104.2570723,95,7,194,Kidney Beans,387,15-Apr-11
Erode (East),27.91095209,64.70930606,3.692863601,32.67891866,71,63,165,Moth Beans,453,15-Apr-10
Egmore,27.32220619,51.27868781,4.371745575,36.5037914,85,21,139,Moth Beans,520,14-May-15
Edapadi,28.66024187,59.3189118,8.399135958,36.92629678,113,25,175,Moth Beans,584,14-May-14
Dr. Radhakrishnan Nagar,29.02955344,61.09387478,8.840656256,72.98016599,76,10,103,Moth Beans,235,14-May-14
Dindigul,27.78031515,54.65030015,8.153022903,32.05025323,60,10,154,Moth Beans,17,14-May-13
Dharmapuri,31.99928579,54.1077461,5.270749441,71.6266696,55,13,58,Moth Beans,12,14-May-12
Dharapuram,27.33580911,55.27755933,8.050304395,73.44775287,109,19,108,Moth Beans,7,14-May-11
Cumbum,28.92952635,53.57014709,9.679240873,66.35634104,100,18,198,Moth Beans,28,14-Jul-14
Cuddalore,27.65472156,58.59986279,6.974978386,36.94255012,108,?,169,Moth Beans,28,14-Apr-17
Coonoor,28.52396666,55.77264351,7.39389918,61.32935611,84,16,200,Moth Beans,42,14-Apr-16
Colachal,31.02215872,45.89239456,6.68727523,53.56783314,129,23,200,Moth Beans,166,14-Apr-10
Coimbatore North,25.74095321,45.38497051,7.88118645,67.43488235,113,22,200,Moth Beans,284,13-May-15
Coimbatore (South),31.70447482,56.85420099,5.875333778,44.94317432,76,11,113,Moth Beans,492,13-May-14
Chidambaram,24.47876451,58.51663927,8.202706015,34.96933295,103,10,169,Moth Beans,576,13-May-14
Cheyyur,31.46511256,51.79939437,8.985348193,74.44330654,66,9,176,Moth Beans,903,13-May-12
Cheyyar,25.60973447,50.7330069,5.87707519,53.39249517,113,23,149,Moth Beans,670,13-May-11
Chepauk-Thiruvallikeni,30.30260453,47.18283631,7.707595055,68.04039813,95,15,191,Moth Beans,1029,13-Apr-17
Chengam,28.17489437,43.6672299,4.524171562,45.78172762,118,19,199,Moth Beans,1137,13-Apr-16
Chengalpattu,25.50634557,44.8302551,9.926212291,74.32635105,118,15,195,Moth Beans,1230,13-Apr-10
Bodinayakanur,31.12896766,43.58788762,6.455592696,32.76742894,84,10,198,Moth Beans,1345,12-May-17
Bhuvanagiri,26.34043268,55.59160391,8.016210782,35.1051197,91,?,194,Moth Beans,1171,12-May-15
Bhavanisagar,28.23494706,61.5620517,3.71105919,72.66666443,51,9,194,Moth Beans,1308,12-May-14
Bhavani,27.04453473,49.32609633,5.49091063,48.25207759,98,?,160,Moth Beans,1382,12-May-14
Bargur,25.16125354,55.25435777,9.254089438,40.89732789,103,13,194,Moth Beans,1464,12-May-13
Avanashi,27.3179125,51.66921088,6.005242945,32.55919573,55,8,198,Moth Beans,1769,12-May-12
Avadi,25.4123765,49.66474269,7.437078236,31.87416982,113,?,149,Moth Beans,1262,12-May-11
Attur,31.21629982,46.01868196,3.808429173,53.1205277,51,10,199,Moth Beans,634,12-Apr-17
Athoor,30.573999,58.22686794,5.818219385,62.74803826,64,13,171,Moth Beans,65,12-Apr-10
Aruppukkottai,25.42517036,53.2208266,4.52363558,46.19374559,65,25,194,Moth Beans,10,11-May-17
Ariyalur,27.09400578,43.65305437,3.510404312,41.53749535,84,10,195,Moth Beans,16,11-May-15
Arcot,24.30935081,56.32938343,6.030447288,58.99536268,94,8,155,Moth Beans,44,11-May-14
Aravakurichi,30.06142622,45.90067655,5.498340808,41.0550915,108,23,185,Moth Beans,56,11-May-14
Aranthangi,28.09568993,60.9835384,4.61136408,33.84110759,75,25,198,Moth Beans,118,11-May-13
Arani,26.33908791,40.00933429,5.545219232,55.50429227,109,16,185,Moth Beans,516,11-May-12
Arakkonam,28.61409059,57.14218792,8.292875734,57.02891698,113,13,169,Moth Beans,680,11-May-11
Anthiyur,28.70012137,44.359648,3.828031463,44.11622138,94,8,169,Moth Beans,1514,11-Apr-16
Anna Nagar,24.21610338,59.79236306,8.869532817,42.24783476,75,9,185,Moth Beans,1464,11-Apr-10
Andipatti,28.50677929,45.20094476,3.793575185,66.1761456,75,13,194,Moth Beans,1512,10-May-16
Anaikattu,25.97948991,64.95585424,4.193189124,72.19245835,124,8,143,Moth Beans,1202,10-May-15
Ambur,30.88482722,41.36561835,7.661537348,55.053805,101,36,165,Moth Beans,886,10-May-14
Ambattur,25.5042419,61.66852372,9.392694614,65.07981523,73,11,154,Moth Beans,1155,10-May-14
Ambasamudram,25.12528913,51.33189406,4.516154055,38.48678973,97,75,144,Moth Beans,1060,10-May-13
Alangulam,27.10508014,63.56791363,5.794289715,62.20279647,113,21,155,Moth Beans,1159,10-May-12
Alangudi,31.1006247,44.82069159,7.354286985,70.79934452,75,9,108,Moth Beans,1041,10-May-11
Alandur,26.45707778,56.40226277,5.993513566,64.16167699,84,9,?,Moth Beans,1147,10-Apr-10
Yercaud,30.04132304,63.56222995,8.620107545,31.83192392,104,23,106,Moth Beans,1118,9-May-17
Vriddhachalam,27.77799528,54.82130787,9.45949344,50.28438729,125,28,?,Moth Beans,1388,9-May-16
Virugambakkam,30.99256944,43.02151392,8.0344125,58.27600682,103,13,159,Moth Beans,1142,9-May-15
Virudhunagar,26.4908332,47.36534833,5.414492777,36.99362831,63,9,159,Moth Beans,1035,9-May-14
Viralimalai,31.96987867,57.17377029,6.276004336,64.25520357,54,10,159,Moth Beans,1047,9-May-14
Villupuram,25.36140526,46.82652785,9.160691747,55.60523179,103,20,170,Moth Beans,499,9-May-13
Villivakkam,25.54249137,56.96640758,7.887658711,48.46797044,103,15,169,Moth Beans,83,9-May-12
Vilavancode,28.99319096,62.85948245,8.183844843,70.4713043,103,?,166,Moth Beans,12,9-May-11
Vilathikulam,29.34317422,60.50320928,9.072011412,34.03335472,74,10,179,Moth Beans,21,8-May-15
Vikravandi,28.63618921,61.39451307,7.702287236,68.54877876,85,21,184,Moth Beans,23,8-May-14
Veppanahalli,24.83206631,44.17085032,5.88509677,52.0810886,79,10,154,Moth Beans,77,8-May-14
Vellore,25.44689075,58.55363573,6.16496284,57.04826619,95,9,198,Moth Beans,124,8-May-13
Velachery,31.01274943,62.40392519,3.504752314,63.77192383,113,14,190,Moth Beans,429,8-May-12
Veerapandi,27.06179658,52.3003173,7.388007483,60.74583498,76,9,151,Moth Beans,534,8-May-11
Vedasandur,27.0956288,42.26206161,8.340398059,71.1271039,51,9,169,Moth Beans,739,7-May-16
Vedaranyam,28.56800579,57.30636014,8.66077954,64.53027638,55,9,150,Moth Beans,861,7-May-15
Vasudevanallur,28.79929247,49.84213387,3.558822825,40.85534718,113,13,183,Moth Beans,1084,7-May-14
Vanur,27.94293692,45.41393636,5.9565851,69.66289997,110,12,183,Moth Beans,911,7-May-14
Vaniyambadi,30.47757686,61.58245338,9.416003106,61.86633917,71,14,103,Moth Beans,879,7-May-12
Vandavasi,30.58139475,50.77148138,8.18422855,64.58559639,53,6,191,Moth Beans,871,7-May-11
Valparai,26.85911286,41.81420849,5.131779302,44.13827124,109,13,181,Moth Beans,796,6-May-17
Uthiramerur,26.31051759,61.18749126,6.294130313,35.73403813,98,21,179,Moth Beans,954,6-May-16
Uthangarai,28.77833449,44.2252605,7.991902443,33.95825723,69,12,?,Moth Beans,1135,6-May-15
Usilampatti,28.90245417,43.35365671,8.923095695,71.90018566,50,9,103,Moth Beans,812,6-May-14
Ulundurpettai,29.37687468,57.69622912,6.878498176,38.34303462,59,8,160,Moth Beans,861,6-May-14
Udumalaipettai,24.17093241,58.25204566,5.243634849,59.18953429,110,10,155,Moth Beans,985,6-May-12
Udhagamandalam,26.65333029,59.79023382,7.550090941,36.91852635,98,14,113,Moth Beans,1178,6-May-11
Tittakudi,28.19912143,53.50567601,8.709291688,52.13580529,113,13,193,Moth Beans,1149,5-May-17
Tiruvannamalai,28.76488954,52.62741529,7.792508068,55.21606732,98,7,144,Moth Beans,856,5-May-16
Tiruvaikuntam,29.3499706,61.25353851,8.055908858,40.82840673,55,9,103,Moth Beans,240,5-May-14
Tiruvadanai,28.00937423,52.60950014,4.397698806,36.01203025,95,13,160,Moth Beans,33,5-May-14
Tiruttani,26.85851927,48.8246387,5.952384957,34.7426459,99,21,110,Moth Beans,16,5-May-12
Tiruppur (South),31.2123945,40.92604945,8.532078733,53.78769958,94,23,174,Moth Beans,8,5-May-11
Tiruppur (North),24.20422636,61.43378674,7.224193642,46.0203959,?,23,150,Moth Beans,20,5-May-10
"Tiruppattur, Sivaganga",29.98835437,49.60384796,4.931890506,,69,13,164,Moth Beans,41,4-May-17
"Tirupattur, Vellore",29.93964907,54.61813464,4.626212446,45.43669946,74,9,187,Moth Beans,81,4-May-16
Tirunelveli,31.2119298,41.55934359,5.026003659,68.80141783,94,9,122,Moth Beans,315,4-May-15
Tirumangalam,26.80474415,48.23991436,3.5253661,43.87801983,113,?,191,Moth Beans,493,4-May-14
Tirukkoyilur,31.49398069,,8.86979671,64.56807592,69,?,194,Moth Beans,627,4-May-12
Tiruchuli,30.99694676,46.42693735,9.406887533,38.31597852,103,15,144,Moth Beans,677,4-May-11
Tiruchirappalli (West),29.61253065,63.04749127,5.80428611,50.1978269,98,23,160,Moth Beans,920,4-May-10
Tiruchirappalli (East),29.97604322,57.03184356,8.35495812,44.86052932,77,11,166,Moth Beans,528,3-May-17
Tiruchengodu,30.88883074,52.62696801,8.634929739,55.51932414,126,11,175,Moth Beans,745,3-May-16
Tiruchendur,30.39321309,,7.699200949,35.37493212,65,7,198,Moth Beans,834,3-May-15
Tindivanam,30.43683729,55.20522037,5.261285926,30.92014047,103,10,169,Moth Beans,782,3-May-14
Thuraiyur,25.32688786,63.18180319,9.112771682,32.71129281,69,14,154,Moth Beans,888,3-May-13
Thousand Lights,30.53684308,59.96664731,4.605700542,33.48919022,54,?,162,Moth Beans,966,3-May-12
Thoothukudi,30.38257873,40.5926071,7.115994051,47.95406479,104,23,176,Moth Beans,822,3-May-11
Thondamuthur,24.01825377,53.76623369,7.214078621,35.03404425,54,13,124,Moth Beans,896,3-May-10
Thiruvottiyur,28.69841277,61.14754363,9.93509073,65.67591794,65,10,144,Moth Beans,1058,2-May-17
Thiruvidaimarudur,29.33743412,49.00323081,8.914074888,42.44054315,103,11,150,Moth Beans,1127,2-May-16
Thiruverumbur,27.96583691,61.34900107,8.639586199,70.10472076,108,6,169,Moth Beans,1258,2-May-15
Thiruvarur,24.86803974,48.27531965,8.621514073,63.9187654,85,10,171,Moth Beans,1111,2-May-14
Thiruvallur,25.87682261,45.96341933,5.838508699,38.53254678,103,21,198,Moth Beans,380,2-May-13
Thiruvaiyaru,,49.9767522,3.532008668,32.81296548,103,?,165,Moth Beans,79,2-May-12
Thiruthuraipoondi,26.7627493,92.86056895,6.420018717,224.5903664,111,?,165,Coconut,18,2-May-11
Thiruporur,25.61294367,94.3138837,5.740054567,224.3206759,85,9,159,Coconut,20,2-May-10
Thiruparankundram,28.130115,95.64807631,5.686972967,151.0761899,85,7,144,Coconut,29,1-May-17
Thirumayam,25.02887163,91.53720922,6.293662363,,71,10,149,Coconut,69,1-May-16
Thiru. Vi. Ka. Nagar,27.79797651,99.64573002,6.381975465,181.6942283,60,13,194,Coconut,102,1-May-15
Thanjavur,29.25902906,95.11294697,5.542169139,184.7624496,79,13,195,Coconut,234,1-May-14
Thalli,27.10134661,93.69979946,5.551963184,150.9502632,99,10,126,Coconut,426,1-May-13
Tenkasi,25.84726298,90.92669463,5.860740481,147.8888994,99,10,136,Coconut,597,1-May-12
Tambaram,,90.98617591,5.558807063,178.8116076,126,18,105,Coconut,567,1-May-11
T. Nagar,28.38503882,99.18843684,5.55771171,189.6711349,108,7,195,Coconut,875,1-May-10
Sulur,28.43647052,91.81320717,5.568365926,145.5414413,98,7,154,Coconut,827,31-May-12
Srivilliputhur,28.27298134,,6.07071786,198.8234862,74,9,198,Coconut,929,30-May-12
Srirangam,27.00648436,96.46168931,5.627860549,144.3331315,118,25,164,Coconut,912,30-Apr-16
Sriperumbudur,27.63551259,99.34854917,6.38488418,157.9171537,98,7,179,Coconut,906,30-Apr-15
Sivakasi,26.29644905,99.65809151,5.685889066,,125,24,199,Coconut,671,30-Apr-13
Sivaganga,27.1326009,95.23797989,6.234458417,204.7206567,69,10,155,Coconut,806,30-Apr-10
Sirkazhi,25.56567803,97.61361544,6.443168642,199.7936345,92,7,110,Coconut,1117,29-Apr-17
Singanallur,25.94951662,93.40548703,5.842317989,172.0540491,99,14,162,Coconut,1002,29-Apr-16
Sholingur,28.03380598,,5.955742971,218.0055713,107,13,173,Coconut,1163,29-Apr-15
Sholinganallur,29.12859129,91.30924833,5.741367375,157.2388553,?,21,199,Coconut,1052,29-Apr-10
Sholavandan,27.0828252,97.00155491,5.948342571,171.7575545,75,13,191,Coconut,1168,28-May-12
Senthamangalam,,90.01734526,6.387067562,172.4813641,98,18,154,Coconut,1366,28-Apr-16
Sattur,27.5136304,94.18955816,5.562911913,156.6732553,66,18,130,Coconut,1240,28-Apr-14
Sankarapuram,27.63834933,95.48763389,5.85971872,205.5463111,103,18,160,Coconut,602,28-Apr-12
Sankarankovil,29.01256899,94.01014388,6.282955073,,107,13,163,Coconut,154,28-Apr-10
Sankagiri,26.58413917,95.78923137,6.25449571,171.6262299,121,23,199,Coconut,97,27-Apr-17
Salem (West),28.28905147,97.00396405,5.973853124,142.9403233,109,19,103,Coconut,50,27-Apr-16
Salem (South),28.69164799,96.65248672,6.081568052,178.9635457,113,18,198,Coconut,95,27-Apr-15
Salem (North),29.70931288,96.30484325,6.37466756,209.8453993,?,33,103,Coconut,109,27-Apr-14
Saidapet,27.14865285,96.66355213,6.027707171,149.2433497,94,7,169,Coconut,265,27-Apr-13
Royapuram,,91.95614918,5.868285082,132.1491176,69,10,164,Coconut,392,27-Apr-12
Rishivandiyam,25.06871967,93.31410447,6.205931638,134.8419069,87,21,176,Coconut,633,27-Apr-10
Rasipuram,26.92449525,91.20106019,5.570745386,194.9022136,103,25,194,Coconut,742,26-Apr-17
Ranipet,28.27804288,93.64761266,,171.9457959,66,9,168,Coconut,963,26-Apr-14
Ramanathapuram,29.18032562,92.73041222,6.025789594,204.9603677,94,25,194,Coconut,747,26-Apr-13
Rajapalayam,28.3575072,91.64509299,5.542873799,160.7306991,113,?,175,Coconut,908,26-Apr-12
Radhapuram,,93.27565685,6.366219551,218.5241851,91,9,191,Coconut,1005,26-Apr-10
Pudukkottai,25.39241091,98.08951196,5.579845008,218.080385,64,16,124,Coconut,894,25-Apr-17
Poonamallee,26.31270635,98.62048026,5.804965067,208.1181381,74,9,169,Coconut,1062,25-Apr-16
Poompuhar,29.52501367,91.91185319,6.121005506,194.3100272,74,10,180,Coconut,1240,25-Apr-14
Ponneri,28.83214859,92.17170353,6.000248647,,98,18,171,Coconut,897,25-Apr-12
Polur,28.48444906,97.76865458,5.820978791,160.389421,69,9,180,Coconut,859,24-Apr-17
Pollachi,28.74013335,93.39676499,5.620733794,156.7650823,84,9,154,Coconut,996,24-Apr-16
Perundurai,25.00872392,95.59224018,6.001936419,165.8092179,84,9,169,Coconut,1042,24-Apr-13
Periyakulam,29.8690834,91.14723422,6.305740522,192.7678575,66,15,195,Coconut,1214,24-Apr-12
Peravurani,27.54273211,94.59086121,6.362544111,150.2012138,98,10,154,Coconut,912,24-Apr-10
Perambur,,98.38227669,5.588655387,144.6261698,64,?,194,Coconut,428,23-May-12
Perambalur,25.03512351,95.89739958,6.182232762,174.796583,95,7,103,Coconut,80,23-Apr-17
Pennagaram,29.20394909,95.66997327,5.959493188,211.2506267,95,10,190,Coconut,21,23-Apr-13
Pattukkottai,27.05826457,91.10510371,5.677282678,224.7006953,98,21,177,Coconut,12,23-Apr-12
Paramathi Velur,26.18552389,,5.612122797,135.4186222,84,?,135,Coconut,22,23-Apr-10
Paramakudi,27.59376845,92.48519606,6.206077742,162.8432736,98,10,138,Coconut,30,22-Apr-17
Pappireddippatti,25.76011662,94.65830608,5.764812076,131.2451414,89,54,138,Coconut,20,22-Apr-16
Papanasam,28.87862994,95.11320315,6.203376525,145.0583117,64,8,180,Coconut,66,22-Apr-15
Panruti,26.50908611,94.48414544,6.143662699,199.8778403,105,?,118,Coconut,140,22-Apr-12
Pallavaram,26.87037587,91.72546257,6.100429497,214.4128874,96,16,103,Coconut,326,22-Apr-10
Palladam,27.57283516,94.90485697,5.708409601,145.9298935,71,9,172,Coconut,361,21-May-14
Palayamkottai,28.05912437,98.3670985,5.868255858,171.6516396,99,15,?,Coconut,553,21-May-12
Palani,29.51611558,92.56492864,6.461225827,131.2116167,85,14,103,Coconut,503,21-Apr-17
Palacode,28.96318258,95.16333673,6.165084855,222.803013,119,7,198,Coconut,547,21-Apr-16
Padmanabhapuram,25.09897688,92.36099489,6.047044342,157.7592626,60,9,165,Coconut,442,21-Apr-15
Ottapidaram,27.1872282,92.19906776,6.137102505,141.3220576,100,15,166,Coconut,531,21-Apr-12
Orathanadu,29.03065024,90.79093862,5.894027065,205.5720367,71,9,146,Coconut,561,21-Apr-10
Omalur,27.754298,95.94643831,5.56222383,131.0900076,113,?,108,Coconut,540,20-May-12
Oddanchatram,27.31155708,99.96906006,5.832608028,201.8258633,64,15,179,Coconut,448,20-Apr-17
Nominated (Anglo-Indian community,28.84270971,99.64328526,6.218571874,224.4016682,64,13,104,Coconut,438,20-Apr-16
Nilakottai,26.61423461,96.97300803,6.142010637,191.006688,103,21,197,Coconut,336,20-Apr-13
Neyveli,29.70143197,95.65754365,6.078807239,215.1968037,51,9,155,Coconut,319,20-Apr-12
Natham,25.54759871,91.64194826,5.702484758,212.867626,103,?,103,Coconut,568,20-Apr-10
Nannilam,26.37978453,91.49882979,5.547594847,167.0470997,79,6,181,Coconut,633,19-May-12
Nanguneri,27.45907759,92.90736493,5.836075368,142.1430003,107,19,194,Coconut,213,19-Apr-17
Namakkal,27.02269204,95.71935435,6.231662767,147.1682459,103,41,194,Coconut,22,19-Apr-16
Nagercoil,28.98545306,90.73966792,5.718120393,148.8398374,108,23,184,Coconut,1,19-Apr-13
Nagapattinam,26.1055118,91.52421214,5.852038202,134.1279669,65,15,185,Coconut,9,19-Apr-12
Mylapore,25.0707247,95.02156793,5.547933273,192.9036306,99,?,179,Coconut,21,19-Apr-10
Musiri,25.54963273,96.92786777,6.156259104,191.2996157,104,19,161,Coconut,30,18-May-15
Mudhukulathur,28.56973521,95.67906668,6.436314406,134.8370348,61,11,198,Coconut,26,18-Apr-17
Modakkurichi,26.07010807,96.7036223,5.981169595,143.533473,103,?,191,Coconut,37,18-Apr-10
Mettur,25.51791333,94.38420565,6.271952833,178.7297725,125,19,138,Coconut,98,17-May-12
Mettupalayam,25.9490364,94.73860514,6.470465614,144.1571109,?,19,192,Coconut,265,17-May-10
Melur,28.2974764,95.41122824,6.141502001,182.4482352,59,10,183,Coconut,361,17-Apr-17
Mayiladuthurai,29.56549169,91.40896307,5.826381164,224.8315729,74,7,184,Coconut,352,17-Apr-16
Mannargudi,29.69952329,95.21224392,6.342463714,148.3003692,63,16,165,Coconut,723,17-Apr-13
Manapaarai,26.14162144,93.28415295,6.071897347,195.4115025,109,18,103,Coconut,828,17-Apr-10
Manamadurai,26.00175125,94.79998418,6.331051715,209.540094,106,21,179,Coconut,975,16-May-15
Manachanallur,27.15116142,91.48889469,6.413184638,164.9182225,99,19,195,Coconut,698,16-May-14
